1582540034763,6.986207,-2.5782094,1.116708
1582540034801,6.7209663,1.1150327,1.5619954
1582540034883,8.633479,-3.0721734,2.5784438
1582540034964,7.6468177,-8.888233,2.5301821
1582540035002,10.05909,-14.847446,3.076563
1582540035082,8.810655,-9.591042,-1.9774053
1582540035213,5.4850454,-3.6581693,4.415799
1582540035239,3.9684057,-0.59141976,1.1863259
1582540035279,6.03254,-1.7866868,-1.0858319
1582540035363,11.983242,-5.184394,0.83799076
1582540035440,11.049896,-9.571818,5.5045357
1582540035478,4.615582,-9.687742,0.45060965
1582540035563,8.047571,-7.1264434,1.6742142
1582540035641,5.7262125,-5.3186116,1.5073551
1582540035688,7.1904354,-3.7265923,0.31725168
1582540035758,7.0345902,-3.4196427,0.8417192
1582540035834,9.78016,-3.732132,0.17500746
1582540035874,8.68198,-6.3992605,0.8817976
1582540035956,7.007364,-9.013401,1.7125143
1582540036034,17.633717,-9.07825,-3.1685889
1582540036074,5.5999312,-5.2229,2.2834566
1582540036153,3.696109,-3.4339345,-0.056587223
1582540036240,2.2063022,-1.6807979,-1.0652912
1582540036281,9.709766,-4.8427873,-5.860789
1582540036353,14.266543,-10.666359,-6.553914
1582540036435,2.448738,-6.997828,3.8360825
1582540036486,7.1842685,-9.075387,3.3850086
1582540036554,6.639959,-8.489523,-1.680735
1582540036632,3.972496,-6.1696935,-0.84257
1582540036675,3.2450776,-5.9889,0.39013585
1582540036749,6.0237355,-7.231595,-0.0914312
1582540036833,7.74443,-9.169032,-1.5321573
1582540036869,5.838136,-13.493388,-0.12150853
1582540036948,1.0881423,-15.994118,0.76841193
1582540037033,3.6046247,-13.938836,-2.1727169
1582540037067,2.7586396,-6.2549872,1.5302163
1582540037147,0.66234714,-3.8428168,0.9410383
1582540037227,0.5406306,-2.9943733,-2.2776139
1582540037312,13.345403,-6.3643503,-7.1208916
1582540037345,9.609507,-14.983551,-0.081151195
1582540037425,-2.5705903,-7.641537,0.6515069
1582540037505,7.0350375,-10.790969,-2.0695183
1582540037544,4.5720453,-9.871475,-0.1284229
1582540037624,4.066816,-7.076288,-1.7845103
1582540037709,2.4365354,-6.2093167,0.08599717
1582540037742,4.5286994,-7.0416536,-1.3231871
1582540037823,5.7790866,-10.687987,-0.97524524
1582540037901,1.082251,-14.987118,-1.8570861
1582540037943,1.0504322,-16.08846,-0.7146318
1582540038024,3.6249528,-9.736586,0.015106582
1582540038103,0.81942743,-4.6973233,0.9029403
1582540038146,0.13684183,-3.846103,0.24963999
1582540038223,4.237437,-4.389532,-5.289592
1582540038299,11.449972,-10.109819,-5.31369
1582540038339,0.95723295,-14.34636,-0.53219765
1582540038419,-0.92583615,-10.244732,3.2899528
1582540038497,5.828551,-11.457256,-1.8771051
1582540038540,3.371712,-9.158645,0.19088744
1582540038621,2.123563,-7.0039682,-0.14730492
1582540038697,2.6736891,-6.5812573,-1.5486122
1582540038737,5.168243,-9.331014,-1.6726239
1582540038820,2.3661938,-13.046181,-0.55145514
1582540038903,0.1728436,-14.165027,-0.5040653
1582540038938,0.86873794,-14.77018,-3.0349984
1582540039015,3.390093,-8.212279,0.66423255
1582540039094,0.46108267,-5.1340427,-0.010592022
1582540039137,-0.9378573,-3.9169796,-0.7946519
1582540039214,7.126797,-5.899851,-5.1576753
1582540039291,8.838952,-10.495714,-4.2436686
1582540039373,2.1288176,-13.965226,1.119934
1582540039420,1.3458282,-10.421999,3.2580214
1582540039492,3.5240445,-9.928027,-1.3919129
1582540039571,0.96440905,-8.587345,1.2222744
1582540039611,3.3503916,-8.276792,-1.0719737
1582540039693,3.9687572,-8.641717,-0.123229146
1582540039770,4.63527,-9.490835,-1.622699
1582540039809,2.4897463,-11.241563,-1.3780205
1582540039889,1.8060524,-12.7239485,-0.18887334
1582540039968,1.357746,-14.188174,-1.5383357
1582540040007,2.8597572,-9.338886,0.1721473
