1582539944495,-0.36965618,-0.6182164,-0.77019227
1582539944570,-0.83974445,0.88761276,-0.29756412
1582539944606,0.26122853,-0.011015743,-0.56287163
1582539944694,0.4182828,-0.7066638,1.4306473
1582539944768,0.42122486,-0.931463,3.3649638
1582539944808,0.8684128,-0.62814534,3.1794734
1582539944888,0.5096514,-0.2218019,0.90828377
1582539944968,0.5705914,-0.28005645,0.7328772
1582539945004,-0.17220783,-0.21525928,1.0475305
1582539945086,-0.21092685,-0.522392,0.61416286
1582539945166,-0.017898431,-0.6213682,0.27713543
1582539945206,0.6819879,-1.0046139,0.040775035
1582539945282,0.433003,-0.56162506,0.24055088
1582539945366,-0.24559754,-0.20025513,0.004381328
1582539945402,-1.4015785,-0.31932855,-0.45984364
1582539945484,-1.9386352,0.5617815,-1.5466158
1582539945564,-1.7735409,0.68989784,-1.4007964
1582539945604,-0.9271186,0.11291849,-1.0915886
1582539945681,0.29427624,-0.33811665,-0.109363094
1582539945764,0.41067943,-0.12432129,0.110082276
1582539945842,0.32112882,0.5012604,-0.16070095
1582539945881,0.5228981,-0.17234649,0.5727106
1582539945960,1.0463216,-0.5230161,0.8387411
1582539946042,0.9248276,-0.14027509,0.8180169
1582539946080,1.0849873,0.13761792,0.49923512
1582539946161,1.2031945,0.5066737,0.41185614
1582539946242,1.1652998,0.4120612,0.49138063
1582539946282,-0.12057072,0.18889408,-0.1488834
1582539946358,-1.8788508,-0.19763309,-0.3185866
1582539946440,-3.0948958,0.7967591,-1.0078208
1582539946478,-2.169629,1.3241818,-1.5302155
1582539946554,-1.052292,0.16263227,-1.359024
1582539946636,-0.12110572,-0.3665987,-0.67651266
1582539946673,0.5510986,0.085918695,0.3381958
1582539946755,0.7895786,0.16605157,0.83887076
1582539946832,0.5734984,0.66054183,-0.3024273
1582539946878,1.191753,-0.09919208,0.45983687
1582539946954,0.37384114,-0.3887202,0.5998912
1582539947031,1.0212371,0.44947565,0.8055031
1582539947073,0.72021604,0.652063,0.82490265
1582539947148,0.84239125,1.0831118,0.51257825
1582539947228,0.7943732,1.176094,0.24913523
1582539947268,0.10156857,1.0183198,-0.10549244
1582539947350,-0.7899707,0.5238355,-0.42666516
1582539947432,-2.2127721,-0.14140283,-0.43939662
1582539947468,-2.636273,0.9484407,-1.0606511
1582539947549,-2.2265658,0.9041837,-0.9641811
1582539947627,-1.1257468,0.5599717,-1.0673832
1582539947706,-0.11775663,0.047780644,-0.16761905
1582539947748,0.48099327,0.4463453,0.7880951
1582539947826,0.5934398,0.8508553,0.70527583
1582539947907,0.23952813,0.98576504,-0.021740628
1582539947943,0.1403625,0.20563726,0.62956667
1582539948023,1.0301987,0.045557763,0.7542811
1582539948101,0.46769536,0.5543732,0.73939484
1582539948143,0.6631782,0.88197,0.64704573
1582539948221,0.56593525,0.81033415,0.4962599
1582539948307,0.47859174,0.70937294,0.4199353
1582539948344,-0.26048526,0.44277963,0.055974316
1582539948424,-1.4043099,0.33072016,-0.3467804
1582539948502,-3.2070162,0.385454,-0.79526776
1582539948545,-2.5968997,1.3785992,-1.2799704
1582539948624,-1.6896822,0.99425834,-1.1089408
1582539948702,-0.7888647,0.3145141,-0.82291335
1582539948742,0.17045657,0.386095,0.39147568
1582539948821,0.8254495,0.6993175,1.1086786
1582539948906,0.50244004,0.8584225,-0.0080848
