3.348570700000000344e-02,5.235609000000000096e-02,1.637522100000000091e-01,-4.510849569744782017e-01,-8.924810146951772660e-01
2.597780800000000223e-01,1.298159700000000027e-01,-9.206321000000000643e-02,-4.510833526532245785e-01,-8.924818255623621077e-01
-3.532049400000000228e-01,-8.372910999999999548e-01,-6.872411000000000492e-01,-4.510853905875343850e-01,-8.924807955348347255e-01
-6.733926999999999552e-01,-8.643792999999999616e-01,-5.944110000000000227e-01,-4.510752896305997850e-01,-8.924859007764047725e-01
-4.195556599999999969e-01,-2.122857999999999967e-01,4.612651199999999729e-01,-4.510839813362866324e-01,-8.924815078094362475e-01
1.960145000000000082e-01,1.964710000000000067e-01,1.605564200000000052e-01,-4.510857140259084130e-01,-8.924806320597306053e-01
2.395381000000000038e-01,4.481775800000000198e-01,2.054496700000000009e-01,-4.510552568531306372e-01,-8.924960253497807861e-01
-2.524614600000000264e-01,-4.113379400000000130e-01,-5.139075499999999908e-01,-4.510837193866832351e-01,-8.924816402057109688e-01
1.849052999999999947e-01,6.081193700000000479e-01,5.761614000000000457e-01,-4.510860148433251116e-01,-8.924804800177803532e-01
4.466557800000000023e-01,9.614823999999999593e-01,1.619054200000000110e+00,-4.510758392813492001e-01,-8.924856229747494263e-01
1.089618299999999929e+00,1.390327099999999927e+00,2.031006999999999785e+00,-4.510856953537177305e-01,-8.924806414971996338e-01
1.897848999999999897e+00,2.159295300000000140e+00,1.875782800000000083e+00,-4.510855366215107964e-01,-8.924807217250597668e-01
1.313019399999999948e+00,9.881139399999999684e-01,4.621781999999999835e-01,-4.510600792324531705e-01,-8.924935881690204686e-01
9.905489699999999731e-01,8.864573000000000036e-01,3.853270400000000095e-01,-4.510746300543603815e-01,-8.924862341354748985e-01
3.238461000000000256e-01,7.861704999999999943e-01,8.281722999999999724e-01,-4.510853905875343850e-01,-8.924807955348347255e-01
7.554300400000000248e-01,6.555995999999999491e-01,7.304724500000000509e-01,-4.510789913170113463e-01,-8.924840298808868200e-01
7.610607000000000344e-01,5.824008600000000202e-01,8.233566000000000495e-02,-4.510867492064865036e-01,-8.924801088485526668e-01
-2.323736399999999924e-01,-4.682534300000000260e-01,-4.507526800000000167e-01,-4.510852770157535718e-01,-8.924808529372610932e-01
-3.640097700000000103e-01,-2.573312500000000114e-01,-2.588530499999999734e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.757413600000000686e-02,4.006972300000000153e-01,5.493776000000000215e-01,-4.510729495621549900e-01,-8.924870834770090022e-01
-1.257725399999999882e-01,-2.438646299999999989e-01,1.484567199999999865e-01,1.324830829798916698e-01,9.911852665996115919e-01
3.172248999999999763e-01,-3.143241999999999980e-01,-5.503561500000000439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.924926999999999611e-01,-6.594695400000000207e-01,-3.993931000000000009e-01,-1.324844287154023637e-01,-9.911850867259623943e-01
-1.864925500000000069e-01,-1.711566200000000024e-02,2.534269700000000083e-02,1.324827829124281264e-01,9.911853067069640311e-01
-4.009491999999999917e-02,3.569097000000000242e-02,5.806151400000000157e-02,1.324890497549550961e-01,9.911844690545897896e-01
