1580791578950,34.74392653319054,116.30779168140383,27.52,0.18,96.59
1580791579944,34.743927857887485,116.30779372513742,27.52,0.0,0.0
1580791580944,34.74394060463629,116.30779622071725,27.95,1.6,356.5
1580791581939,34.74395462008494,116.30779717368699,28.16,1.1,350.1
1580791582946,34.74396584963164,116.30780226371385,27.59,1.04,12.19
1580791583948,34.74397389865378,116.3078089362472,27.83,0.7,6.09
1580791584947,34.74398491619905,116.30781294434331,26.82,1.19,351.2
1580791585944,34.74398896895948,116.30781822404931,26.68,0.38,93.09
